Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73
SRR11780554_1 - polya	(1, 0.008385124795313174)	(2, 0.013470470156593797)	(3, 0.015534088564069992)	(4, 0.01929282209197306)	(5, 0.021882395190965104)	(6, 0.02472992059089167)	(7, 0.028049800204217823)	(8, 0.03741983378491736)	(9, 0.047329222176661814)	(10, 0.058223519353792635)	(12, 0.06583646226124337)	(14, 0.0775565418043529)	(16, 0.09385778721146193)	(18, 0.10373200028944259)	(20, 0.1147368484526882)	(22, 0.12626095124768513)	(24, 0.13688054597447008)	(26, 0.15202770608713828)	(28, 0.16433571587458562)	(30, 0.1763020226140417)	(32, 0.18579768231532626)	(34, 0.19616602480094122)	(36, 0.20518765527388505)	(38, 0.2143566870616486)	(40, 0.22662952153533208)	(42, 0.23669468631660195)	(44, 0.24699937823445384)	(46, 0.2582755788181631)	(48, 0.2684847948843704)	(50, 0.27828363229)	(52, 0.28912767901889685)	(54, 0.30385776041122287)	(56, 0.31479560797682316)	(58, 0.3245274447848075)	(60, 0.3346328099246645)	(62, 0.3449241017229874)	(64, 0.35570952292894453)	(66, 0.3667428463461894)	(68, 0.3777878948680222)	(70, 0.3904928831965181)	(72, 0.402167737336217)	(74, 0.41141046978139045)	(76, 0.42313724938426456)	(78, 0.4334503163768221)	(80, 0.4416947399170801)	(82, 0.4503344669834455)	(84, 0.4623510241711356)	(86, 0.4757812939691422)	(88, 0.4850525016683149)	(90, 0.4947709383567701)	(92, 0.5047791526300415)	(94, 0.5176080920641812)	(96, 0.5265710970141854)	(98, 0.533994763233288)	(100, 0.5412944783467468)	(102, 0.5487164695509084)	(104, 0.5559106587230758)	(106, 0.5627514197426641)	(108, 0.5707797663555159)	(110, 0.5782034325746186)	(112, 0.5847460409346852)	(114, 0.5908481203652336)	(116, 0.5974912296217683)	(118, 0.6042649900437111)	(120, 0.6105245208787262)	(122, 0.6167455263700952)	(124, 0.6220620237932523)	(126, 0.6277319493689884)	(128, 0.6327787693866229)	(130, 0.6384905703358874)	(132, 0.6445792496469068)	(134, 0.6508320804221573)	(136, 0.6562055283533129)	(138, 0.6610479965481292)
SRR11780554_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0008810578590361026)	(4, 0.0011189099806770276)	(5, 0.001212710817380491)	(6, 0.0012663112954967558)	(7, 0.0013266118333775537)	(8, 0.0013936124310228847)	(9, 0.0014773631780795485)	(10, 0.0015728390297241452)	(12, 0.001705165210073674)	(14, 0.002020068019006729)	(16, 0.0022629451854710545)	(18, 0.0023835462612326504)	(20, 0.0026465236069905746)	(22, 0.0028961008332194322)	(24, 0.003010001849216495)	(26, 0.0031523781192128236)	(28, 0.00334500483744315)	(30, 0.0035627567797904755)	(32, 0.003782183737078935)	(34, 0.00402506090354326)	(36, 0.004299763353889117)	(38, 0.004549340580117975)	(40, 0.004825718045404965)	(42, 0.005112145600338755)	(44, 0.005584499813738339)	(46, 0.005963053190434459)	(48, 0.006343281582071712)	(50, 0.006718484928885566)	(52, 0.007102063350405086)	(54, 0.00744711642827854)	(56, 0.007931195746266058)	(58, 0.00840354995966564)	(60, 0.008854128978830492)	(62, 0.009311408057759875)	(64, 0.00984071277915799)	(66, 0.01088424708748402)	(68, 0.01546708796642466)	(70, 0.1448904674229694)	(72, 0.16094046058890846)	(74, 0.16385833661636262)	(76, 0.16547305101961507)	(78, 0.16692026392875425)	(80, 0.16835575173330547)	(82, 0.16967398849197735)	(84, 0.17106090086323572)	(86, 0.17278616625260296)	(88, 0.17496871072089965)	(90, 0.1770608043823751)	(92, 0.17902559690832442)	(94, 0.18091333874698162)	(96, 0.18287813127293095)	(98, 0.1852097520709885)	(100, 0.18820467878573477)	(102, 0.1914726329358858)	(104, 0.1951928411201428)	(106, 0.19920115187427473)	(108, 0.20335686394322638)	(110, 0.20776550326828913)	(112, 0.21287429883874565)	(114, 0.21856264957883426)	(116, 0.22513708322278236)	(118, 0.23352220801809553)	(120, 0.24443995540440222)	(122, 0.2572303694948959)	(124, 0.2710040173558348)	(126, 0.28731531285259065)	(128, 0.30919100798379123)	(130, 0.3387215213959709)	(132, 0.3737192835760095)	(134, 0.41466837384189464)	(136, 0.46244482500783907)	(138, 0.522544361095701)
SRR11780554_2 - illumina_universal_adapter	(1, 0.0015376637159603464)	(2, 0.0015912641940766111)	(3, 0.001681715000897808)	(4, 0.0018693166743047349)	(5, 0.0019631175110081983)	(6, 0.0020870686166520607)	(7, 0.0022311199015895224)	(8, 0.0024656219933481805)	(9, 0.0025728229495807103)	(10, 0.0029111759676896318)	(12, 0.003338304777678617)	(14, 0.003989885589779461)	(16, 0.005566074649385872)	(18, 0.006557683494536771)	(20, 0.00752919216039407)	(22, 0.008318124197667844)	(24, 0.009128831429176348)	(26, 0.01000486424338905)	(28, 0.01106347368618528)	(30, 0.013031616242016878)	(32, 0.015348161905604198)	(34, 0.01796788527353664)	(36, 0.020880736256167404)	(38, 0.023783537149151372)	(40, 0.02705149129930239)	(42, 0.030989451425906717)	(44, 0.03539139069120496)	(46, 0.040801688951065444)	(48, 0.04816505463228732)	(50, 0.05797896717238718)	(52, 0.06928029298021338)	(54, 0.08163352817107128)	(56, 0.09689961434455996)	(58, 0.11818235418659934)	(60, 0.14739796478984593)	(62, 0.1818429720393106)	(64, 0.22221753218038703)	(66, 0.269925307733745)	(68, 0.3322224634243738)	(70, 0.4137889909977997)	(72, 0.5221607826741814)	(74, 0.6596811843561645)	(76, 0.8266969241365634)	(78, 1.0304105662622511)	(80, 1.2885571689299469)	(82, 1.6240944869228233)	(84, 2.0545180513010175)	(86, 2.5642535731418725)	(88, 3.15269804706658)	(90, 3.85297489353605)	(92, 4.702230918899796)	(94, 5.727415438545712)	(96, 6.8850634897663285)	(98, 8.13533316717185)	(100, 9.503661247658329)	(102, 11.045624726972564)	(104, 12.782094291281078)	(106, 14.643451294585548)	(108, 16.509377738649427)	(110, 18.418306841297024)	(112, 20.431366597790053)	(114, 22.57579275107134)	(116, 24.78463327892885)	(118, 26.9217362668875)	(120, 29.00341971050382)	(122, 31.11591840399216)	(124, 33.28651331569878)	(126, 35.472066110829715)	(128, 37.565874987604886)	(130, 39.54662705591333)	(132, 41.489478561148765)	(134, 43.4686946407562)	(136, 45.44029610244124)	(138, 47.30225108607969)
SRR11780554_2 - polya	(1, 0.009614585762104997)	(2, 0.01635149585534303)	(3, 0.02042848222206142)	(4, 0.02662603750425454)	(5, 0.03190233456882435)	(6, 0.03677327801763992)	(7, 0.042746381297721174)	(8, 0.053814880028729854)	(9, 0.06644784271475701)	(10, 0.08206400701094253)	(12, 0.09516932391036928)	(14, 0.11325278521484411)	(16, 0.1348822531496981)	(18, 0.14988033693260544)	(20, 0.1665500856267638)	(22, 0.18322485936574556)	(24, 0.1991693265903932)	(26, 0.21812547067919846)	(28, 0.23387061112585122)	(30, 0.24962580166215081)	(32, 0.2630208961463936)	(34, 0.27627361436064013)	(36, 0.28877760089619997)	(38, 0.3007472576655384)	(40, 0.3157302663139755)	(42, 0.3277066231430784)	(44, 0.34025751009699007)	(46, 0.3535135783411188)	(48, 0.3651013317038788)	(50, 0.3768900868595748)	(52, 0.3903186816426403)	(54, 0.40778071240395464)	(56, 0.421484009637366)	(58, 0.43362954297552336)	(60, 0.44556067440121566)	(62, 0.45715177779385796)	(64, 0.4693525866250727)	(66, 0.48148639485864214)	(68, 0.4937860295713838)	(70, 0.5076903285977311)	(72, 0.5203835918216391)	(74, 0.5306882837394911)	(76, 0.5436997998022142)	(78, 0.5548202239963981)	(80, 0.5636375026465236)	(82, 0.5734983156049752)	(84, 0.5871044619718008)	(86, 0.6011159619543807)	(88, 0.6112230021091789)	(90, 0.6217990464474943)	(92, 0.6327301939533301)	(94, 0.6464820666200343)	(96, 0.6566025068943615)	(98, 0.6651819334228461)	(100, 0.6736675591146273)	(102, 0.682386011883226)	(104, 0.6907962619026562)	(106, 0.6985247808410451)	(108, 0.7073906349244635)	(110, 0.7155060823142543)	(112, 0.7228376227115946)	(114, 0.7301122126009364)	(116, 0.7378976820473239)	(118, 0.7456647263293589)	(120, 0.753157068161048)	(122, 0.7606192597237967)	(124, 0.7676710726259679)	(126, 0.7745520340041434)	(128, 0.7808500901828044)	(130, 0.7875836502461602)	(132, 0.7949922413307926)	(134, 0.8025599588348328)	(136, 0.8090925171052525)	(138, 0.8153922482988548)
SRR11780554_2 - polyg	(1, 0.258186803026283)	(2, 0.26080317636433314)	(3, 0.2609371775596238)	(4, 0.2610678287250322)	(5, 0.2611683296215002)	(6, 0.26128893069726183)	(7, 0.2614530821614929)	(8, 0.2618215854485422)	(9, 0.262448041036526)	(10, 0.26320514778991827)	(12, 0.2645183595037668)	(14, 0.26534749189962775)	(16, 0.26570762011197135)	(18, 0.2659839975772584)	(20, 0.26632402561030843)	(22, 0.26662217826983015)	(24, 0.26685835537652997)	(26, 0.2671297077969935)	(28, 0.26742116039675073)	(30, 0.26771093798156675)	(32, 0.2679605152077956)	(34, 0.2682335426432004)	(36, 0.26855514551189796)	(38, 0.268895173544948)	(40, 0.2693156022951725)	(42, 0.26977120635916074)	(44, 0.27021508531856103)	(46, 0.2706204389343153)	(48, 0.271005692370776)	(50, 0.271446221300294)	(52, 0.2718984753344)	(54, 0.2723959547719166)	(56, 0.2730776858529578)	(58, 0.2736555660076488)	(60, 0.274287046640456)	(62, 0.27496375267667383)	(64, 0.27642436570534207)	(66, 0.277843103360482)	(68, 0.2793171165086793)	(70, 0.2810407068831054)	(72, 0.28300214937917245)	(74, 0.2851662686831167)	(76, 0.28744596401799904)	(78, 0.28992163610099403)	(80, 0.29271723603774547)	(82, 0.2958746392017817)	(84, 0.2996266726699202)	(86, 0.30371873417110884)	(88, 0.3087354039198029)	(90, 0.3143500540024817)	(92, 0.32086083707866675)	(94, 0.32974846635631994)	(96, 0.3403663860681637)	(98, 0.354295810318628)	(100, 0.37050660491891585)	(102, 0.3896738008903039)	(104, 0.41332333684416467)	(106, 0.4449610190522899)	(108, 0.4842233692724539)	(110, 0.5346781693292704)	(112, 0.6003270299171068)	(114, 0.6828030906035683)	(116, 0.7818433740428965)	(118, 0.9067643133376749)	(120, 1.072548917136341)	(122, 1.2718522449220249)	(124, 1.518754472289893)	(126, 1.7944284313016072)	(128, 2.124227148106161)	(130, 2.544354395641209)	(132, 3.034949521749734)	(134, 3.602210081713929)	(136, 4.221094602163851)	(138, 4.921038120660036)
SRR11780556_1 - illumina_universal_adapter	(1, 0.0017750489713623193)	(2, 0.0018294198407553994)	(3, 0.002014920453978849)	(4, 0.0024594822684281506)	(5, 0.002625793163042278)	(6, 0.0029200355150518875)	(7, 0.003111932701145111)	(8, 0.0034157699124593823)	(9, 0.003620460244292154)	(10, 0.004332078976054525)	(12, 0.005265978615041548)	(14, 0.006618853776998775)	(16, 0.008107656112438702)	(18, 0.009575669586051863)	(20, 0.010981316474184728)	(22, 0.012283019053183762)	(24, 0.013579924202530465)	(26, 0.014796872191004992)	(28, 0.016248894232443717)	(30, 0.018711574787306756)	(32, 0.02177073576227623)	(34, 0.02532083370500087)	(36, 0.028806965919027767)	(38, 0.032382650153231496)	(40, 0.03625417588266229)	(42, 0.040854910919247325)	(44, 0.04590660434315144)	(46, 0.051962559707610094)	(48, 0.0600814098225709)	(50, 0.07088362225640196)	(52, 0.08410054094857274)	(54, 0.09868152880522285)	(56, 0.11587231839274081)	(58, 0.13852897949748078)	(60, 0.1686792257191611)	(62, 0.20526122596139929)	(64, 0.24809267789740683)	(66, 0.29890065620202266)	(68, 0.36380508196840333)	(70, 0.4465431528957141)	(72, 0.5560077044161587)	(74, 0.69424244156163)	(76, 0.8606716727738479)	(78, 1.064269789789106)	(80, 1.3181577627065282)	(82, 1.6398909857672095)	(84, 2.0462284798899586)	(86, 2.52719638882758)	(88, 3.0821662492956174)	(90, 3.729846437794944)	(92, 4.505189427629222)	(94, 5.43249260084429)	(96, 6.47843141193184)	(98, 7.618132787287758)	(100, 8.85811643380956)	(102, 10.231534189538067)	(104, 11.760449433444347)	(106, 13.402782310904593)	(108, 15.08658097199315)	(110, 16.813805966294602)	(112, 18.614268521668535)	(114, 20.506429147417116)	(116, 22.477011756549125)	(118, 24.442411542513398)	(120, 26.367856735189847)	(122, 28.311437811095324)	(124, 30.286027873130244)	(126, 32.297551746915246)	(128, 34.27788113395758)	(130, 36.194727733553826)	(132, 38.076537105255895)	(134, 39.965694540042115)	(136, 41.86737006793449)	(138, 43.71695670380506)
SRR11780556_1 - polya	(1, 0.006869919262137409)	(2, 0.01278994745311336)	(3, 0.015492499490592927)	(4, 0.019531935257855286)	(5, 0.0225447210795189)	(6, 0.02551592917752898)	(7, 0.02896688024077212)	(8, 0.03838903207794941)	(9, 0.04937834426822135)	(10, 0.06005902181752669)	(12, 0.06765974953003578)	(14, 0.08070396075472268)	(16, 0.1000455979697022)	(18, 0.1116106017182538)	(20, 0.12405513423639936)	(22, 0.13854177264322032)	(24, 0.15112862890771833)	(26, 0.168455345668719)	(28, 0.18228153792673576)	(30, 0.1949563470681932)	(32, 0.2056802014843695)	(34, 0.2168262297099509)	(36, 0.22678569366818924)	(38, 0.2373640260515782)	(40, 0.2509263596787168)	(42, 0.26143592890375567)	(44, 0.27328238185857734)	(46, 0.28639055881196196)	(48, 0.29705044749944054)	(50, 0.30742568869421416)	(52, 0.32007331240097503)	(54, 0.338014100157474)	(56, 0.3512997820079949)	(58, 0.3627496474448906)	(60, 0.37418032316317695)	(62, 0.3852687822329304)	(64, 0.39775009504507713)	(66, 0.41125965694604005)	(68, 0.42359065029574716)	(70, 0.4378086326420376)	(72, 0.4515068934426589)	(74, 0.46227072643927125)	(76, 0.47668060597165496)	(78, 0.4883575497454276)	(80, 0.49810592679896337)	(82, 0.5090072861122759)	(84, 0.5238761197480659)	(86, 0.5396596633042335)	(88, 0.5499613439110047)	(90, 0.5614911665087726)	(92, 0.5729154456541892)	(94, 0.5884895014488718)	(96, 0.5998274268605464)	(98, 0.6089393449135396)	(100, 0.6177186411773046)	(102, 0.6269472966851712)	(104, 0.6361183830372099)	(106, 0.6440165513881635)	(108, 0.6537393421502201)	(110, 0.6623203446550221)	(112, 0.6704535870589399)	(114, 0.6785676397442484)	(116, 0.6864977909595509)	(118, 0.6947861502555607)	(120, 0.7023085199504151)	(122, 0.709418310695169)	(124, 0.7164593382815729)	(126, 0.7237082544862444)	(128, 0.7303430996954177)	(130, 0.7373329546988633)	(132, 0.7450760061577248)	(134, 0.7527055184481479)	(136, 0.7592156304863605)	(138, 0.764737472016193)
SRR11780556_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007803818901124431)	(4, 0.000981873935510328)	(5, 0.0010618310963825045)	(6, 0.0011769694080384387)	(7, 0.0012537282824757283)	(8, 0.0014104443177851943)	(9, 0.0016439192275319499)	(10, 0.001858204418669383)	(12, 0.0021396536249394444)	(14, 0.0026273923062597212)	(16, 0.0029919969598368465)	(18, 0.0032366658721057068)	(20, 0.003495727073331559)	(22, 0.003812357430385378)	(24, 0.00401704776221815)	(26, 0.004244126099095131)	(28, 0.004539967594322184)	(30, 0.004856597951376004)	(32, 0.005240392323562451)	(34, 0.005649772987227995)	(36, 0.006049558791588878)	(38, 0.0064845257467335184)	(40, 0.006921091845095602)	(42, 0.007426421101807757)	(44, 0.008094862966699154)	(46, 0.008825671417070847)	(48, 0.009390168972828414)	(50, 0.009933877666759214)	(52, 0.010603918674868054)	(54, 0.011251571677932684)	(56, 0.01183365980908213)	(58, 0.012439735088493227)	(60, 0.013136961531298607)	(62, 0.013896554559584284)	(64, 0.014766488469873565)	(66, 0.016247295089226274)	(68, 0.022442375913602514)	(70, 0.2059472584016826)	(72, 0.261029746526525)	(74, 0.2676773848814378)	(76, 0.27110914622607163)	(78, 0.2735414430598032)	(80, 0.2757098812626566)	(82, 0.2779198971891636)	(84, 0.2803649871686347)	(86, 0.2828676463039339)	(88, 0.28552222404489014)	(90, 0.2882663538060232)	(92, 0.2909545135545458)	(94, 0.2936106904387195)	(96, 0.2963484236269828)	(98, 0.299359610305429)	(100, 0.302983268836156)	(102, 0.30721300264629414)	(104, 0.3119816477207108)	(106, 0.3171612726020104)	(108, 0.32231211290539596)	(110, 0.3276724409702667)	(112, 0.33366922803568)	(114, 0.3402145212246763)	(116, 0.34749861858013165)	(118, 0.3569095764147868)	(120, 0.3686057099071688)	(122, 0.3830523697335536)	(124, 0.39933484597356367)	(126, 0.41713970655657995)	(128, 0.4398315488121036)	(130, 0.4702280630892703)	(132, 0.5058713662628691)	(134, 0.5489043102442746)	(136, 0.5985529097162439)	(138, 0.6592819725418795)
SRR11780556_2 - illumina_universal_adapter	(1, 0.0018422129864949478)	(2, 0.0018965838558880276)	(3, 0.002082084469111477)	(4, 0.0025234479971258917)	(5, 0.0026833623188702448)	(6, 0.0029776046708798547)	(7, 0.0031727001434079653)	(8, 0.003470140781852462)	(9, 0.0036748311136852343)	(10, 0.004364061840403396)	(12, 0.005301159765825306)	(14, 0.006670026359956968)	(16, 0.00851383848966936)	(18, 0.009957864815020867)	(20, 0.011353916843849069)	(22, 0.012695598003284191)	(24, 0.014042076592371645)	(26, 0.015324589452761356)	(28, 0.016854969511854816)	(30, 0.019370421792893493)	(32, 0.02250953992873514)	(34, 0.02616038389415872)	(36, 0.029865598728975384)	(38, 0.033607593857793244)	(40, 0.0376246416200114)	(42, 0.04234371325468726)	(44, 0.04745777326407167)	(46, 0.053707224957840985)	(48, 0.062030765404634564)	(50, 0.07292093071542502)	(52, 0.08609307339750738)	(54, 0.10056851780180621)	(56, 0.11784246283663125)	(58, 0.1407565859993796)	(60, 0.171159496849416)	(62, 0.2078662302626148)	(64, 0.2508863810982807)	(66, 0.3021181323555191)	(68, 0.36720805873512313)	(70, 0.4501971951475726)	(72, 0.5599192087260256)	(74, 0.6984273993616796)	(76, 0.8650773123379049)	(78, 1.0688017616673409)	(80, 1.3228032737532016)	(82, 1.6446900145627577)	(84, 2.0509075729441983)	(86, 2.531456506358849)	(88, 3.0861177321859206)	(90, 3.7335292646247167)	(92, 4.5085188438079395)	(94, 5.434646646758186)	(96, 6.4787352491431545)	(98, 7.616819890706237)	(100, 8.854826996211278)	(102, 10.226245822917981)	(104, 11.751502227142751)	(106, 13.389200787558845)	(108, 15.066436564883013)	(110, 16.7865229838618)	(112, 18.577625753984034)	(114, 20.460297063880304)	(116, 22.41664410009063)	(118, 24.368563108731855)	(120, 26.283254063270995)	(122, 28.215111820249398)	(124, 30.176547330177627)	(126, 32.17112348414416)	(128, 34.13515120522787)	(130, 36.03710658318329)	(132, 37.90368571488243)	(134, 39.77547965261364)	(136, 41.65705554940597)	(138, 43.48736771207669)
SRR11780556_2 - polya	(1, 0.00791256063991059)	(2, 0.015297404018064818)	(3, 0.02000847993665346)	(4, 0.027156650118626044)	(5, 0.03286239311846456)	(6, 0.038683274429959016)	(7, 0.04486876039503059)	(8, 0.05735806892326457)	(9, 0.0722556871369685)	(10, 0.08925777782482813)	(12, 0.10310156065823678)	(14, 0.12290215197662258)	(16, 0.14853162032259004)	(18, 0.165935095958028)	(20, 0.1849680985320409)	(22, 0.20487263415956053)	(24, 0.2236433772459127)	(26, 0.2447632617186894)	(28, 0.2628927483748467)	(30, 0.2795957992810444)	(32, 0.2943063177383074)	(34, 0.30959572604028507)	(36, 0.32259036382523115)	(38, 0.3359208216858405)	(40, 0.3523983933983786)	(42, 0.3658391921409915)	(44, 0.38024747253015767)	(46, 0.3951370950277744)	(48, 0.40777352473201317)	(50, 0.42070419678826154)	(52, 0.43640458489712214)	(54, 0.4576124222468583)	(56, 0.47403402394678584)	(58, 0.4885110674943022)	(60, 0.5019374739479581)	(62, 0.514740214546811)	(64, 0.5285791999505673)	(66, 0.5427460097138995)	(68, 0.5559997087000715)	(70, 0.5709405037806464)	(72, 0.5855486770719931)	(74, 0.5973327634413345)	(76, 0.6125869905925283)	(78, 0.6256391975333024)	(80, 0.6359264858511167)	(82, 0.6477041756475882)	(84, 0.6632558434372267)	(86, 0.6797861868759404)	(88, 0.6911353062901371)	(90, 0.7035830370947176)	(92, 0.7158420689996396)	(94, 0.7318159105986831)	(96, 0.7437007429907234)	(98, 0.7539528501577539)	(100, 0.7634501617261511)	(102, 0.7736351048780489)	(104, 0.7837592805876838)	(106, 0.7925145897031872)	(108, 0.802883434325091)	(110, 0.8122544135793102)	(112, 0.8204868028627095)	(114, 0.8291557582444709)	(116, 0.838040597960587)	(118, 0.8470069939807929)	(120, 0.8553241378547167)	(122, 0.8634317939671554)	(124, 0.8718512830069957)	(126, 0.8802371900392696)	(128, 0.88765561542499)	(130, 0.8957089006680357)	(132, 0.9044897960750181)	(134, 0.9134769809570508)	(136, 0.9214503090392242)	(138, 0.9285201212035421)
SRR11780556_2 - polyg	(1, 0.329122863868488)	(2, 0.3323915126049426)	(3, 0.3325386337809474)	(4, 0.3327145395348662)	(5, 0.3328296778465221)	(6, 0.33297040244965714)	(7, 0.33309193733418285)	(8, 0.3334469471284553)	(9, 0.33423052730500263)	(10, 0.33509886207207445)	(12, 0.3370881962345742)	(14, 0.33838190309748606)	(16, 0.33876729661288996)	(18, 0.33908712525637863)	(20, 0.33937337189230105)	(22, 0.3396692133875281)	(24, 0.33995386088023305)	(26, 0.34023690922972055)	(28, 0.3404815781419894)	(30, 0.340747035916085)	(32, 0.34103807998165975)	(34, 0.34138029663019265)	(36, 0.3417129184194209)	(38, 0.3420999110780423)	(40, 0.34255566689501366)	(42, 0.3430530004356386)	(44, 0.34363988599644035)	(46, 0.34417080154463164)	(48, 0.34475608796221596)	(50, 0.34529979665614674)	(52, 0.34595704451851605)	(54, 0.3466254863834074)	(56, 0.3473147171101256)	(58, 0.34805032299014965)	(60, 0.34878912715660854)	(62, 0.34966066021011527)	(64, 0.3515028731966102)	(66, 0.35347781507015297)	(68, 0.3555838866875261)	(70, 0.35800339037551815)	(72, 0.360685153551171)	(74, 0.3638466596920568)	(76, 0.36728641675277784)	(78, 0.3709884333011596)	(80, 0.37503906307094415)	(82, 0.379473487212915)	(84, 0.38452358149360166)	(86, 0.3898199438297747)	(88, 0.3956983942970971)	(90, 0.40247396410940534)	(92, 0.4105320467821033)	(94, 0.42044993301668804)	(96, 0.4324754900118634)	(98, 0.44770732915801303)	(100, 0.4656161340501631)	(102, 0.4859284511981309)	(104, 0.511058986860256)	(106, 0.5439421688405472)	(108, 0.5846931354506608)	(110, 0.6355219026171035)	(112, 0.7009364550698485)	(114, 0.7822944654005055)	(116, 0.8793224801188918)	(118, 0.9993989460302917)	(120, 1.1570648724109192)	(122, 1.3443517286082531)	(124, 1.5736192925499148)	(126, 1.8274768817462057)	(128, 2.1281605826356778)	(130, 2.5084752191809683)	(132, 2.948453889169077)	(134, 3.4565416679313223)	(136, 4.006367084668844)	(138, 4.628448188543335)
