Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR11780547_1	(1, 36.382361521278504)	(2, 36.38559430188706)	(3, 36.457960942623124)	(4, 36.47244803635522)	(5, 36.5275265169392)	(6, 36.49593131880022)	(7, 36.46914047221032)	(8, 36.52527400975347)	(9, 36.51319125747298)	(10, 36.528494608428495)	(15, 36.50886365266005)	(20, 36.491209987128094)	(25, 36.43920843961647)	(30, 36.4022984804493)	(35, 36.37890198074517)	(40, 36.355873632607576)	(45, 36.32698255300097)	(50, 36.31971072374593)	(55, 36.28140790937074)	(60, 36.26884477607728)	(65, 36.23441393513032)	(70, 36.214555082456634)	(75, 36.212205864254216)	(80, 36.17604720553382)	(85, 36.15849907615261)	(90, 36.12322699148304)	(95, 36.10940384019888)	(100, 36.09938410512819)	(105, 36.06863280366625)	(110, 36.04713238130846)	(115, 36.01328180646163)	(120, 35.97965081773428)	(125, 35.91183609181375)	(130, 35.874142333508246)	(135, 35.74776554745491)	(140, 35.59624550778513)	(145, 35.46856084227783)	(150, 35.29036586034787)
SRR11780547_2	(1, 36.21504648811945)	(2, 36.07230705077792)	(3, 36.22911526778986)	(4, 36.20584594747171)	(5, 36.25564494726052)	(6, 36.21689699149894)	(7, 36.207505397527115)	(8, 36.304684301978085)	(9, 36.303114626005)	(10, 36.32548322769397)	(15, 36.32182916875324)	(20, 36.30106902896014)	(25, 36.25122821130064)	(30, 36.21643660916016)	(35, 36.196047639346006)	(40, 36.17052952733185)	(45, 36.15547970271616)	(50, 36.10988114188978)	(55, 36.07754750877937)	(60, 36.06127357580592)	(65, 36.02119388430391)	(70, 35.992822993561944)	(75, 35.970552557953944)	(80, 35.908535708241885)	(85, 35.87955071269556)	(90, 35.831641678983104)	(95, 35.78693357689079)	(100, 35.708766813056286)	(105, 35.59561520100918)	(110, 35.43713184631854)	(115, 35.125657070653084)	(120, 34.81366211965847)	(125, 34.4753608584798)	(130, 33.97661484302953)	(135, 33.44910441977807)	(140, 32.81109349129782)	(145, 32.17097256395083)	(150, 31.721663765166973)
SRR11780548_1	(1, 36.372623725755226)	(2, 36.36781468678705)	(3, 36.44385867162729)	(4, 36.45858204136363)	(5, 36.512655147399784)	(6, 36.47773957655509)	(7, 36.451355732227725)	(8, 36.509493967868345)	(9, 36.49673580791728)	(10, 36.5112475265466)	(15, 36.48912688268453)	(20, 36.468303422027454)	(25, 36.41028159825091)	(30, 36.36796312044835)	(35, 36.33861543688912)	(40, 36.307674829368715)	(45, 36.25660179703731)	(50, 36.239831442448484)	(55, 36.185686693615274)	(60, 36.172006531217654)	(65, 36.13580237321118)	(70, 36.11147512027547)	(75, 36.11602317135482)	(80, 36.07167212192234)	(85, 36.046542999487215)	(90, 36.00092720513514)	(95, 35.979418320981104)	(100, 35.96100182752971)	(105, 35.91659533737369)	(110, 35.878251235715354)	(115, 35.81997146919317)	(120, 35.7472602092266)	(125, 35.617953802378466)	(130, 35.48231083490282)	(135, 35.20669947205342)	(140, 34.84904552000889)	(145, 34.47483268013533)	(150, 34.143872740052274)
SRR11780548_2	(1, 36.17057881651603)	(2, 36.00888768736976)	(3, 36.168755519962126)	(4, 36.14950605012258)	(5, 36.20058501570382)	(6, 36.16587202198566)	(7, 36.14288142987361)	(8, 36.22614516928146)	(9, 36.25005790722125)	(10, 36.2524828039023)	(15, 36.24992017935484)	(20, 36.22803423000397)	(25, 36.16851192898999)	(30, 36.12948094271215)	(35, 36.10027324015218)	(40, 36.06684708571091)	(45, 36.05080262225063)	(50, 36.000743404115724)	(55, 35.95883660782382)	(60, 35.93718574898933)	(65, 35.88981100209551)	(70, 35.86069483817847)	(75, 35.83722438339008)	(80, 35.77065163367324)	(85, 35.73648679303989)	(90, 35.684154389169365)	(95, 35.63661434425624)	(100, 35.55542935887412)	(105, 35.43877094060821)	(110, 35.28060556154437)	(115, 34.964929529685485)	(120, 34.65546272230954)	(125, 34.3261878183553)	(130, 33.83636539355898)	(135, 33.32731714316273)	(140, 32.708677610041896)	(145, 32.096976818028146)	(150, 31.66162338153797)
SRR11780549_1	(1, 36.382062668575855)	(2, 36.37355463929594)	(3, 36.45588863559033)	(4, 36.46531302022546)	(5, 36.521553753159566)	(6, 36.48940327565805)	(7, 36.45972589287333)	(8, 36.518619957387536)	(9, 36.50736664710844)	(10, 36.52373893664313)	(15, 36.503423260254976)	(20, 36.481945753104675)	(25, 36.427390347163524)	(30, 36.38850013726251)	(35, 36.36297236898416)	(40, 36.33603138614026)	(45, 36.29818268497043)	(50, 36.29188921498245)	(55, 36.24358157512124)	(60, 36.22951516037589)	(65, 36.1903365345661)	(70, 36.167666891503714)	(75, 36.17113031962239)	(80, 36.13113685209318)	(85, 36.10985971959059)	(90, 36.069982512069814)	(95, 36.05272785276843)	(100, 36.03738426428479)	(105, 36.00032470946461)	(110, 35.972320843034616)	(115, 35.92960907002856)	(120, 35.88767762385961)	(125, 35.81111466606467)	(130, 35.76438277090682)	(135, 35.62532162063497)	(140, 35.45929195193015)	(145, 35.32595121258605)	(150, 35.139347252058684)
SRR11780549_2	(1, 36.20951078262342)	(2, 36.03940423423382)	(3, 36.20585622403556)	(4, 36.18574579672217)	(5, 36.238810643496066)	(6, 36.19774064152322)	(7, 36.189364781840005)	(8, 36.27546319596794)	(9, 36.29686777750469)	(10, 36.302311583161895)	(15, 36.29662115734592)	(20, 36.273367438525824)	(25, 36.214885675452955)	(30, 36.17867722513516)	(35, 36.15084470220097)	(40, 36.122349958812016)	(45, 36.10681450746423)	(50, 36.05892297872913)	(55, 36.018670274152974)	(60, 35.99974835770429)	(65, 35.956299623028926)	(70, 35.927946699617465)	(75, 35.90586652987908)	(80, 35.84145035499153)	(85, 35.80938969742456)	(90, 35.75878377137066)	(95, 35.7141804806462)	(100, 35.63480508923417)	(105, 35.526048448788984)	(110, 35.381201452099205)	(115, 35.08878127538092)	(120, 34.81509573740895)	(125, 34.52779420144438)	(130, 34.09998534902329)	(135, 33.64619866238213)	(140, 33.10246040705097)	(145, 32.547243183780026)	(150, 32.15902359687356)
SRR11780550_1	(1, 36.3683005851985)	(2, 36.372318142731864)	(3, 36.442381165687124)	(4, 36.45773816739241)	(5, 36.51656414328619)	(6, 36.47744079197832)	(7, 36.45779025378384)	(8, 36.51346595002106)	(9, 36.500671046343)	(10, 36.51282384319281)	(15, 36.48854233550328)	(20, 36.47075945746814)	(25, 36.41474283212335)	(30, 36.371537075724774)	(35, 36.34203788480006)	(40, 36.311136985946774)	(45, 36.254085269842236)	(50, 36.24924099079049)	(55, 36.18537611425418)	(60, 36.17457388596679)	(65, 36.137572818353604)	(70, 36.12183283961748)	(75, 36.13968474790502)	(80, 36.10138260958503)	(85, 36.0805769372823)	(90, 36.03888214396426)	(95, 36.020315634061845)	(100, 36.00431360553365)	(105, 35.96463995360838)	(110, 35.93262803624202)	(115, 35.884418040326864)	(120, 35.82928768860798)	(125, 35.72990429678005)	(130, 35.640974549010764)	(135, 35.43631982496447)	(140, 35.17532048914488)	(145, 34.92087671498389)	(150, 34.65665290007557)
SRR11780550_2	(1, 36.186054799934595)	(2, 36.02930715786975)	(3, 36.17884833200434)	(4, 36.156540361902564)	(5, 36.20579206986269)	(6, 36.17153161454555)	(7, 36.14688141412343)	(8, 36.235079892632584)	(9, 36.24586228863185)	(10, 36.2454921437938)	(15, 36.241932646613726)	(20, 36.21643997248576)	(25, 36.15107415555333)	(30, 36.112210786365615)	(35, 36.08371964073648)	(40, 36.05531020760689)	(45, 36.0424545917153)	(50, 35.99454202487898)	(55, 35.946455142252674)	(60, 35.92386779968773)	(65, 35.879906435478844)	(70, 35.85917300542267)	(75, 35.840602549581504)	(80, 35.77977747430878)	(85, 35.74812125964466)	(90, 35.69785554012957)	(95, 35.649383802205556)	(100, 35.56611781026285)	(105, 35.44804137016883)	(110, 35.286109719510044)	(115, 34.96731759661394)	(120, 34.654838470629905)	(125, 34.31936288715183)	(130, 33.830562487254625)	(135, 33.311156762991764)	(140, 32.69159422712319)	(145, 32.06849646948969)	(150, 31.636622131223614)
SRR11780551_1	(1, 36.397099310855886)	(2, 36.39243596752373)	(3, 36.469428416916884)	(4, 36.48318470997611)	(5, 36.534488690626176)	(6, 36.5052665634203)	(7, 36.474873033656905)	(8, 36.53248503001365)	(9, 36.51873584271449)	(10, 36.53622685777559)	(15, 36.517593577047805)	(20, 36.49914853019645)	(25, 36.44781235423163)	(30, 36.41252101070105)	(35, 36.38928614453738)	(40, 36.36702001941477)	(45, 36.33685938830539)	(50, 36.33012058671311)	(55, 36.29080024447744)	(60, 36.279029490705284)	(65, 36.243932550291674)	(70, 36.223439800213534)	(75, 36.223595432731784)	(80, 36.18817560920022)	(85, 36.17097722047225)	(90, 36.13489117135508)	(95, 36.11985020926791)	(100, 36.1066479690215)	(105, 36.07266464856532)	(110, 36.04512822376792)	(115, 36.00704839661144)	(120, 35.9655501290907)	(125, 35.89135059050667)	(130, 35.84485847339785)	(135, 35.71371520735803)	(140, 35.55708345551475)	(145, 35.433075472831845)	(150, 35.25433342485683)
SRR11780551_2	(1, 36.224933817376396)	(2, 36.06787890278551)	(3, 36.22363231719327)	(4, 36.20339982785723)	(5, 36.25047450595729)	(6, 36.21007377383479)	(7, 36.18842379997383)	(8, 36.28019010691549)	(9, 36.303873376010465)	(10, 36.309094197328264)	(15, 36.30942055146265)	(20, 36.289794717211215)	(25, 36.23890006108662)	(30, 36.20248922961609)	(35, 36.1805625568031)	(40, 36.15449974876063)	(45, 36.141188263183594)	(50, 36.096066503365165)	(55, 36.061440907336795)	(60, 36.045646426875095)	(65, 36.00559500343908)	(70, 35.97732815235012)	(75, 35.95686384495952)	(80, 35.89642046190387)	(85, 35.86857288995355)	(90, 35.82390633756846)	(95, 35.78304785696661)	(100, 35.713385676916154)	(105, 35.61086147844671)	(110, 35.47150156334908)	(115, 35.18232137322579)	(120, 34.903555247530136)	(125, 34.59706143748217)	(130, 34.14152043945688)	(135, 33.65043314846896)	(140, 33.054993716969065)	(145, 32.44928718911686)	(150, 32.02216122838617)
SRR11780552_1	(1, 36.406356486111434)	(2, 36.4151093175936)	(3, 36.47725494520611)	(4, 36.488890592479926)	(5, 36.54728312710785)	(6, 36.50906513441785)	(7, 36.488582608761966)	(8, 36.54442709408055)	(9, 36.530310264048055)	(10, 36.5411207564002)	(15, 36.51776367026087)	(20, 36.50165188933969)	(25, 36.44994110864091)	(30, 36.40751346538718)	(35, 36.37182361384646)	(40, 36.350103811223505)	(45, 36.311103349772026)	(50, 36.30243229788853)	(55, 36.254888084008385)	(60, 36.23968385928574)	(65, 36.20177027927845)	(70, 36.179982879994384)	(75, 36.179060837248)	(80, 36.13742930353211)	(85, 36.113830543606625)	(90, 36.073765971482246)	(95, 36.055496829856835)	(100, 36.039714878136444)	(105, 35.999936061119925)	(110, 35.967688846590676)	(115, 35.917004030101225)	(120, 35.85415727959692)	(125, 35.749981203270444)	(130, 35.65185261007436)	(135, 35.472998784438396)	(140, 35.237472080052484)	(145, 35.06285473111749)	(150, 34.82501761030008)
SRR11780552_2	(1, 36.28953744141903)	(2, 36.15286662143596)	(3, 36.28588428681962)	(4, 36.25986145178414)	(5, 36.306094972838984)	(6, 36.26844198443007)	(7, 36.25240210854451)	(8, 36.34130895863227)	(9, 36.34397776531771)	(10, 36.354280599588385)	(15, 36.34915069179591)	(20, 36.3288526455317)	(25, 36.277252588612)	(30, 36.24207432762883)	(35, 36.216018348470655)	(40, 36.1867587531116)	(45, 36.173399430737945)	(50, 36.12478399302968)	(55, 36.08820449106838)	(60, 36.06824231729537)	(65, 36.026560528848634)	(70, 35.998466674090665)	(75, 35.97466836992036)	(80, 35.91290326719725)	(85, 35.88287060776671)	(90, 35.83292712084524)	(95, 35.785780441259234)	(100, 35.70670871379949)	(105, 35.58975445409841)	(110, 35.427272119066416)	(115, 35.109626430316176)	(120, 34.78034162446032)	(125, 34.42311278829287)	(130, 33.8938890008753)	(135, 33.3394331314072)	(140, 32.66220186057443)	(145, 32.001902024455305)	(150, 31.52426686519888)
SRR11780553_1	(1, 36.36710411152222)	(2, 36.374795595152065)	(3, 36.440527839337214)	(4, 36.45951276735352)	(5, 36.51711847299786)	(6, 36.47983667944029)	(7, 36.45794100692984)	(8, 36.51618424734846)	(9, 36.50077591558559)	(10, 36.51452295291265)	(15, 36.49217140378399)	(20, 36.477519712597356)	(25, 36.42637784191895)	(30, 36.38573068876402)	(35, 36.359069388456795)	(40, 36.33414224178525)	(45, 36.29852423885269)	(50, 36.29688473910109)	(55, 36.25277780061105)	(60, 36.237642828406486)	(65, 36.198389756659466)	(70, 36.17445346960737)	(75, 36.18251513406968)	(80, 36.14449793096447)	(85, 36.124711350444066)	(90, 36.085575425124674)	(95, 36.071533327497704)	(100, 36.061402664406856)	(105, 36.03035404317059)	(110, 36.010191235940106)	(115, 35.97753512253958)	(120, 35.94511000058278)	(125, 35.87941612524132)	(130, 35.84219195876135)	(135, 35.716105885796054)	(140, 35.55935498739441)	(145, 35.43287946865258)	(150, 35.24581820368119)
SRR11780553_2	(1, 35.93330410599974)	(2, 35.7597393736907)	(3, 35.95381727888335)	(4, 35.95129897961892)	(5, 36.00796317906202)	(6, 35.95692446407338)	(7, 35.93036138746919)	(8, 36.05086518957802)	(9, 36.0551052219238)	(10, 36.0865020078722)	(15, 36.090406208827766)	(20, 36.07130464435796)	(25, 36.007861620396525)	(30, 35.9721413273882)	(35, 35.94651232209913)	(40, 35.91997930712834)	(45, 35.91372883594746)	(50, 35.86213920797594)	(55, 35.82398605650185)	(60, 35.805486127311084)	(65, 35.76387862575256)	(70, 35.73967483713456)	(75, 35.719770754546666)	(80, 35.65413318437616)	(85, 35.6257870167496)	(90, 35.57693411801801)	(95, 35.53509534318793)	(100, 35.45644658140011)	(105, 35.34338072525234)	(110, 35.18625017794575)	(115, 34.862489902428194)	(120, 34.54472847953592)	(125, 34.20364130257728)	(130, 33.68778898129076)	(135, 33.142371687738944)	(140, 32.47265082845802)	(145, 31.818503042717076)	(150, 31.342878427567214)
SRR11780554_1	(1, 36.367248097853036)	(2, 36.3769292822092)	(3, 36.4416030830995)	(4, 36.45661158547534)	(5, 36.516890750165494)	(6, 36.47831632858165)	(7, 36.458222447344234)	(8, 36.51387247374247)	(9, 36.50227326327751)	(10, 36.51319357008664)	(15, 36.490192372115956)	(20, 36.475832596326754)	(25, 36.42404100704579)	(30, 36.38418370491865)	(35, 36.35807475122678)	(40, 36.33325326761915)	(45, 36.299450112695)	(50, 36.29667518914269)	(55, 36.252469441027415)	(60, 36.24054207503531)	(65, 36.20506430717362)	(70, 36.18639618525397)	(75, 36.18924283964613)	(80, 36.15312134344238)	(85, 36.13588598910302)	(90, 36.09834645205036)	(95, 36.08423869900919)	(100, 36.07376211035803)	(105, 36.04163281796473)	(110, 36.02028865197478)	(115, 35.984618217194495)	(120, 35.949985313469)	(125, 35.881024184535725)	(130, 35.837915665007735)	(135, 35.70488169034467)	(140, 35.53729553427617)	(145, 35.39602410413501)	(150, 35.199392974585336)
SRR11780554_2	(1, 36.111988215934886)	(2, 35.950810439229116)	(3, 36.113006658519396)	(4, 36.09608971112022)	(5, 36.147116461778836)	(6, 36.095109190873984)	(7, 36.07236409598774)	(8, 36.18868031602842)	(9, 36.198689803313044)	(10, 36.21004115176707)	(15, 36.20675742567623)	(20, 36.18516037263052)	(25, 36.127820758661166)	(30, 36.09280992466453)	(35, 36.068251713205285)	(40, 36.04137148883368)	(45, 36.02810315948018)	(50, 35.98050072226644)	(55, 35.94266677788765)	(60, 35.9249641144799)	(65, 35.88286945469554)	(70, 35.85684365544541)	(75, 35.833541731992256)	(80, 35.770234468591454)	(85, 35.73964497053314)	(90, 35.69122636553918)	(95, 35.64665240893949)	(100, 35.56900860555676)	(105, 35.456395970852064)	(110, 35.29731205662355)	(115, 34.97895826800775)	(120, 34.66064502815366)	(125, 34.31755010974698)	(130, 33.80332958129987)	(135, 33.25766403756322)	(140, 32.59812885420938)	(145, 31.942893990314396)	(150, 31.47925983099769)
SRR11780556_1	(1, 36.36766032841988)	(2, 36.36534995026505)	(3, 36.448741814905375)	(4, 36.461835407672616)	(5, 36.51659937845141)	(6, 36.478925355288844)	(7, 36.45577788514781)	(8, 36.51195457102775)	(9, 36.49981045355444)	(10, 36.51418764659945)	(15, 36.49144806032403)	(20, 36.47211870452897)	(25, 36.4152967835505)	(30, 36.37452963361102)	(35, 36.34784676485172)	(40, 36.319119884025014)	(45, 36.259017998772684)	(50, 36.244815515322465)	(55, 36.18744521615188)	(60, 36.17798442901456)	(65, 36.143227946703625)	(70, 36.12504603373623)	(75, 36.14206176191745)	(80, 36.097467120256184)	(85, 36.0724367293389)	(90, 36.025037842924675)	(95, 35.99923479717731)	(100, 35.97459294688929)	(105, 35.93031347716646)	(110, 35.88936374345099)	(115, 35.83267948951382)	(120, 35.76644680259788)	(125, 35.65076131530553)	(130, 35.53361967378566)	(135, 35.28302193164156)	(140, 34.95483077978413)	(145, 34.60923486018355)	(150, 34.28965872780545)
SRR11780556_2	(1, 36.18359820848625)	(2, 36.01602811651984)	(3, 36.179077526559134)	(4, 36.16463061086983)	(5, 36.211952424977554)	(6, 36.176229420506)	(7, 36.14961740658437)	(8, 36.24019946689043)	(9, 36.25172250912095)	(10, 36.25430188235468)	(15, 36.24683923746071)	(20, 36.22338710495046)	(25, 36.162584916503775)	(30, 36.12732963583703)	(35, 36.100772907494715)	(40, 36.07257026419413)	(45, 36.0605597135589)	(50, 36.01359498813164)	(55, 35.97203646698986)	(60, 35.951652329121714)	(65, 35.9096434188876)	(70, 35.88824681227591)	(75, 35.87161789764927)	(80, 35.810334085644925)	(85, 35.782845677274416)	(90, 35.73307666231817)	(95, 35.68990797026732)	(100, 35.61207475943369)	(105, 35.50182019918096)	(110, 35.35080463609529)	(115, 35.04974536042977)	(120, 34.75637802760588)	(125, 34.444909289080734)	(130, 33.978642719518305)	(135, 33.48104427762111)	(140, 32.88643424100809)	(145, 32.2782341032451)	(150, 31.855343519470512)
SRR11780558_1	(1, 36.38096453105116)	(2, 36.37853372741715)	(3, 36.450234939988405)	(4, 36.46675635466178)	(5, 36.52151427837834)	(6, 36.490148707554035)	(7, 36.46406273703029)	(8, 36.52241212861672)	(9, 36.50931077556126)	(10, 36.52550378482269)	(15, 36.50613657133562)	(20, 36.4911416727042)	(25, 36.44170867173772)	(30, 36.40792329832872)	(35, 36.38636757195801)	(40, 36.36502698167944)	(45, 36.32650732275747)	(50, 36.318661413197205)	(55, 36.27497336896228)	(60, 36.26801436212416)	(65, 36.2417044292406)	(70, 36.22445214071787)	(75, 36.23437074432873)	(80, 36.20200055821626)	(85, 36.18611108155638)	(90, 36.14985372418643)	(95, 36.13440032805075)	(100, 36.119597225085684)	(105, 36.08166726657182)	(110, 36.04946839972004)	(115, 36.000225360911706)	(120, 35.943839094530674)	(125, 35.841793789345566)	(130, 35.7467243539209)	(135, 35.53628558938155)	(140, 35.26332472989715)	(145, 34.99594648805888)	(150, 34.72053654339135)
SRR11780558_2	(1, 36.255676799074735)	(2, 36.11998554740492)	(3, 36.259832873718324)	(4, 36.23156573103545)	(5, 36.27797225902064)	(6, 36.23385942305117)	(7, 36.227448534796075)	(8, 36.32104702152278)	(9, 36.329333341095634)	(10, 36.33602968784389)	(15, 36.33015210958169)	(20, 36.30967235141206)	(25, 36.26063105204092)	(30, 36.22859552801992)	(35, 36.21089967103249)	(40, 36.184168024566866)	(45, 36.17503623688096)	(50, 36.13285114743822)	(55, 36.101576114446786)	(60, 36.087262812458405)	(65, 36.050683252822914)	(70, 36.02792619714536)	(75, 36.01108441371467)	(80, 35.95527724819057)	(85, 35.92917248755339)	(90, 35.88584349642255)	(95, 35.846522808541124)	(100, 35.7751778385869)	(105, 35.672932660931)	(110, 35.53083707211756)	(115, 35.24294499829999)	(120, 34.95640286163791)	(125, 34.6429823443196)	(130, 34.17705450116565)	(135, 33.67985835011429)	(140, 33.072718468359504)	(145, 32.455876049223406)	(150, 32.01895934489956)
