"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol"
"ENSG00000197757.8",134.358279977377,-4.35250798469847,0.571029408373657,-7.62221335866888,2.49362413266746e-14,6.96693646425963e-10,"HOXC6"
"ENSG00000037965.6",68.3116416950792,-4.21950826148339,0.589533368381151,-7.15736968896281,8.22397013061173e-13,1.14884750739581e-08,"HOXC8"
"ENSG00000260597.1",32.3279628305981,-4.62428805508556,0.652488412859908,-7.08715735627694,1.36894701015075e-12,1.27490035055339e-08,""
"ENSG00000211899.10",0.889992416303374,20.4438588636681,3.09710370059545,6.60096039397633,4.08502687741554e-11,2.85328914820282e-07,"IGHM"
"ENSG00000120833.15",826.50490879736,1.91278369689,0.294091560923158,6.50404143147032,7.81903463707142e-11,4.36912017450277e-07,"SOCS2"
"ENSG00000155792.11",72.9133050351232,-2.69584631452571,0.416493626819891,-6.47271924689379,9.6254703968045e-11,4.48210029027202e-07,"DEPTOR"
"ENSG00000163132.8",183.270337414714,-2.94063896042999,0.468371659127636,-6.27843060766542,3.42007608807247e-10,1.36505008320938e-06,"MSX1"
"ENSG00000149948.15",7689.96023180766,-1.54218248631507,0.247814460702731,-6.2231335570244,4.87322195936888e-10,1.70191185403509e-06,"HMGA2"
"ENSG00000293176.2",30.5885277931454,-2.12817600089238,0.344677116570386,-6.17440467782777,6.64132351261382e-10,1.97480945850627e-06,"RPSAP52"
"ENSG00000302509.1",53.19375389145,1.51786780017042,0.246225153333967,6.16455215731618,7.06828969721991e-10,1.97480945850627e-06,""
"ENSG00000251322.12",1468.80983509293,-0.904380338399091,0.1494267776708,-6.05233113164975,1.42764625176346e-09,3.6260916934563e-06,"SHANK3"
"ENSG00000230074.6",92.5376034146506,-1.49121197705637,0.248128482085157,-6.00983798605028,1.85708818350823e-09,4.27933845068165e-06,""
"ENSG00000254343.2",12.1535842655646,-2.84412012502062,0.47413654677458,-5.99852541291826,1.9911736232099e-09,4.27933845068165e-06,""
"ENSG00000170421.14",227.042561222362,-2.69343404482849,0.462665574029036,-5.82155707279716,5.83018893371196e-09,1.12472965420546e-05,"KRT8"
"ENSG00000233101.11",111.800899526721,-3.25623844715679,0.559905952434916,-5.81568821155781,6.03849272095703e-09,1.12472965420546e-05,"HOXB-AS3"
"ENSG00000143869.7",437.217978174515,-2.99171058364765,0.522951867477044,-5.72081441850665,1.06014644701179e-08,1.85121447394141e-05,"GDF7"
"ENSG00000183691.6",50.529562796874,-2.86681035561109,0.504177058528911,-5.68611821405732,1.29959452187252e-08,2.13584537332919e-05,"NOG"
"ENSG00000146700.10",61.5111972816898,-3.0974746520491,0.548447352668173,-5.64771556828567,1.62593891808093e-08,2.52372819068129e-05,"SSC4D"
"ENSG00000165617.16",325.333555713522,-2.12654963128913,0.381113638706227,-5.5798308307941,2.40752620789264e-08,3.54020393275328e-05,"DACT1"
"ENSG00000223511.8",44.6169758595896,-2.50757136051831,0.453918027338299,-5.52428238028417,3.30835010202598e-08,4.40152350002399e-05,"LINC02968"
"ENSG00000294153.1",45.6679097874513,6.56882745163644,1.18906046576357,5.52438470605294,3.30642271519384e-08,4.40152350002399e-05,""
"ENSG00000144642.23",482.603075872165,-1.34752010538883,0.244641271922862,-5.50814707100491,3.62630392059411e-08,4.42572784710858e-05,"RBMS3"
"ENSG00000280707.4",70.2239813699989,2.76448570272128,0.501965606764715,5.50732095080983,3.64335661560891e-08,4.42572784710858e-05,""
"ENSG00000086205.19",77.2951755789629,5.58357690249266,1.01769264777925,5.48650608283041,4.09961312765297e-08,4.77246213222901e-05,"FOLH1"
"ENSG00000172789.4",6.79394225083319,-4.59024981408499,0.843768518260195,-5.44017667730699,5.32277578899512e-08,5.94852131074938e-05,"HOXC5"
"ENSG00000277945.1",33.0706977728032,-2.31214768103435,0.427141851116953,-5.41306752075034,6.195411488339e-08,6.65744621433474e-05,""
"ENSG00000134533.7",34.0046452559501,-2.83367587173759,0.52880416951383,-5.35864888195343,8.38466258245653e-08,8.36639599611618e-05,"RERG"
"ENSG00000187634.14",141.972544934792,-2.65453596967596,0.494917691293534,-5.3635907876681,8.15836164200197e-08,8.36639599611618e-05,"SAMD11"
"ENSG00000198879.13",353.22996231779,-1.33301298954104,0.250052431570644,-5.33093392121019,9.77089697327696e-08,9.41341691504776e-05,"SFMBT2"
"ENSG00000137507.12",67.0545680668431,-2.73461891336184,0.515631031668166,-5.30344130863269,1.13639751523973e-07,0.00010241874251059,"LRRC32"
"ENSG00000145506.15",1360.29255841968,-1.0634579442336,0.200298428440677,-5.3093673900121,1.10006388883668e-07,0.00010241874251059,"NKD2"
"ENSG00000256083.1",14.6043402073493,-2.39398563228518,0.455064209795667,-5.26076448279712,1.43457689809156e-07,0.000125252012361813,"HMGA2-AS2"
"ENSG00000198353.8",81.9191344901976,-3.58637643930476,0.684407440553529,-5.24011900923257,1.60473072710243e-07,0.000135862338740954,"HOXC4"
"ENSG00000169884.14",62.0923421139643,-2.63616384746978,0.506075298898743,-5.20903480807355,1.89825503167232e-07,0.000155986315676156,"WNT10B"
"ENSG00000078399.19",9.26550781927768,-5.54019311742946,1.0790133077669,-5.13449934078692,2.82896085539368e-07,0.000225823820968126,"HOXA9"
"ENSG00000164125.17",383.460673098569,-1.78299954639338,0.348583846699034,-5.11498040794993,3.13773522516607e-07,0.000231988026745456,"GASK1B"
"ENSG00000170166.6",76.1638830221066,-3.50159905148921,0.684885525250614,-5.11267784526166,3.17623715637521e-07,0.000231988026745456,"HOXD4"
"ENSG00000170689.10",1895.12622279346,-3.18566386173442,0.624008000112002,-5.10516509590042,3.3050583728331e-07,0.000231988026745456,"HOXB9"
"ENSG00000184923.12",56.0334193565591,0.889871905617313,0.174339911287418,5.10423516362964,3.32135046702396e-07,0.000231988026745456,"NUTM2A"
"ENSG00000302485.1",21.2321905520276,-2.67784261247497,0.523794474380139,-5.11239187019668,3.18105076670497e-07,0.000231988026745456,""
"ENSG00000257178.5",13.7618787362241,-2.99612808416773,0.587667561852543,-5.09833837811779,3.42647908850692e-07,0.000233493656716573,""
"ENSG00000207744.1",6.36935712759358,-3.21900042783276,0.635998100872795,-5.06133654080924,4.16327586149277e-07,0.000276947057843444,"MIR10B"
"ENSG00000182463.17",599.069389166037,-1.52566183844243,0.302234371477486,-5.0479428629648,4.46592655747081e-07,0.000282301009718453,"TSHZ2"
"ENSG00000196091.16",35.5560458029827,-4.07373315623514,0.808231629873751,-5.04030404857018,4.64792814597833e-07,0.000282301009718453,"MYBPC1"
"ENSG00000198075.11",244.207337847487,-1.72541727168623,0.3421069980309,-5.04350183310305,4.57088386705369e-07,0.000282301009718453,"SULT1C4"
"ENSG00000249388.4",7.88932383926626,-2.79579376329045,0.554421740924932,-5.0427202920042,4.58959900635659e-07,0.000282301009718453,""
"ENSG00000289578.2",453.628528512397,-2.21338729405889,0.439804879358192,-5.03265743046983,4.83727073454736e-07,0.000287550015005359,""
"ENSG00000033122.22",556.376487455724,2.50228951543087,0.498386704617645,5.02077903011195,5.14623342788245e-07,0.000299542949461683,"LRRC7"
"ENSG00000172264.19",157.663217491183,1.15468308929112,0.230617610162768,5.00691637761815,5.53089408161239e-07,0.000315362550502385,"MACROD2"
"ENSG00000137509.13",2115.12142189721,-0.777735536915749,0.155981012247322,-4.98609109987425,6.16131015238943e-07,0.000344281688695217,"PRCP"
"ENSG00000104313.21",143.995672001518,-2.32094237416303,0.468820682692687,-4.95059723225652,7.39860811917485e-07,0.000385345428753928,"EYA1"
"ENSG00000141577.15",1338.22151751581,0.368572751851022,0.0745308638050047,4.94523655079752,7.60514577259229e-07,0.000385345428753928,"CEP131"
"ENSG00000148814.19",474.030159753784,0.417962737660727,0.0843439516022545,4.95545596004011,7.21608664274195e-07,0.000385345428753928,"LRRC27"
"ENSG00000151892.17",3645.548325807,1.3292439276944,0.268590314625318,4.94896448350598,7.46093585862396e-07,0.000385345428753928,"GFRA1"
"ENSG00000223764.3",82.1493859372612,-2.36917748335763,0.47885255269789,-4.94761376964478,7.51287936344959e-07,0.000385345428753928,"LINC02593"
"ENSG00000224189.9",15.3947117355408,-3.02767497565269,0.61261416840394,-4.94222160016437,7.72373528409033e-07,0.000385345428753928,"HAGLR"
"ENSG00000111110.13",203.399097257631,-1.07878104358116,0.21874493474591,-4.93168468030699,8.15234405037464e-07,0.000397634659341009,"PPM1H"
"ENSG00000204262.15",14325.832571929,-1.23383639862716,0.250309289356609,-4.92924733955578,8.254701400114e-07,0.000397634659341009,"COL5A2"
"ENSG00000137558.9",784.415281943144,2.55040651629827,0.523221802290563,4.87442706923352,1.09124689380149e-06,0.000508139116098666,"PI15"
"ENSG00000152804.12",26.3965079626919,2.81348625516096,0.577067212262253,4.87549144255028,1.08537901856947e-06,0.000508139116098666,"HHEX"
"ENSG00000291180.2",3.93797796935935,-3.559201363333,0.731877275314146,-4.86311227767698,1.15554255221268e-06,0.000529257432233934,""
"ENSG00000249790.4",280.291780433118,-1.62337627711883,0.334711802269871,-4.85007181136068,1.23416784272177e-06,0.000556151860609735,"LINC02972"
"ENSG00000107731.13",2249.69541247596,-1.41362862866962,0.292293428235799,-4.83633394428976,1.32255659911917e-06,0.000586522362266514,"UNC5B"
"ENSG00000180318.4",12.9562681910368,-2.41896352686432,0.50105876638498,-4.8277042318141,1.38116016261226e-06,0.000602941152862873,"ALX1"
"ENSG00000102383.15",222.622601319626,1.05627200072944,0.219991899058364,4.80141316680578,1.57549824137715e-06,0.000677197621012862,"ZDHHC15"
"ENSG00000278558.6",86.5607197712222,1.86696089117153,0.390088101176772,4.78599804900355,1.70139708936468e-06,0.000720232322420603,"TMEM191B"
"ENSG00000253552.8",57.2614679782272,-2.14386973162356,0.448813665476257,-4.7767478945825,1.78152895858343e-06,0.00074289757572929,"HOXA-AS2"
"ENSG00000077943.9",416.861127081395,-3.19816512342583,0.672335946005541,-4.75679627487814,1.96689486278266e-06,0.000768977444745399,"ITGA8"
"ENSG00000154342.7",71.2416191735011,-3.75960961546405,0.789776829399352,-4.76034428399646,1.93262995820656e-06,0.000768977444745399,"WNT3A"
"ENSG00000225507.1",51.2501354646232,-0.54602328640569,0.114618081918111,-4.76384944912789,1.89934236830889e-06,0.000768977444745399,""
"ENSG00000248429.6",5.85311742668467,-2.70251894843388,0.566959598860811,-4.76668699826944,1.87279908939597e-06,0.000768977444745399,"GASK1B-AS1"
"ENSG00000310323.1",2.92782530679251,-3.42785123849384,0.720851179309207,-4.75528283352294,1.98168782066891e-06,0.000768977444745399,""
"ENSG00000080293.11",9.18894635320347,-3.34415814553139,0.704128426199977,-4.74935824360772,2.04063177079607e-06,0.000781002891017416,"SCTR"
"ENSG00000166405.16",250.988590626877,1.19492996315919,0.252827905147217,4.72625821292712,2.28694808332567e-06,0.000863446520270755,"RIC3"
"ENSG00000257870.2",4.71503770213658,-3.71519216699753,0.78657431653834,-4.72325639025164,2.32097939711223e-06,0.000864611245012247,""
"ENSG00000004848.8",55.3004914343864,2.26842998773306,0.4813784203137,4.7123632718201,2.44860369264509e-06,0.000900151823273831,"ARX"
"ENSG00000120149.9",166.233227774881,-3.04840652711063,0.651434809421375,-4.67952661267567,2.8753803685579e-06,0.00103593888216907,"MSX2"
"ENSG00000236711.2",4.93110339729813,-3.10594414489517,0.663899401704285,-4.6783355082441,2.89213045596432e-06,0.00103593888216907,"SMAD9-IT1"
"ENSG00000155897.11",24.9804619654804,-2.40310206751495,0.515104233425962,-4.66527337881092,3.08207003832859e-06,0.00108999942785902,"ADCY8"
"ENSG00000141750.8",37.6195552997335,-1.39232653166308,0.298724065091699,-4.66091183927777,3.14811557188574e-06,0.00109944001203645,"STAC2"
"ENSG00000285579.2",8.17893038036279,-3.40813261606174,0.732995086921668,-4.64959817176231,3.32582350458132e-06,0.00114716275178392,""
"ENSG00000070159.15",61.6151878198457,-1.40759849626245,0.303591719666415,-4.63648513803048,3.54383662836486e-06,0.00119290664529983,"PTPN3"
"ENSG00000299806.1",2.12627692127455,-2.34853026290313,0.506297163325759,-4.63863997869577,3.5070936657044e-06,0.00119290664529983,""
"ENSG00000180694.15",1249.25562800868,-1.07692274584798,0.232412379219665,-4.63367205079091,3.59235932756868e-06,0.00119484437205883,"TMEM64"
"ENSG00000229950.2",6.15602184534226,-2.69071785358869,0.581605362792487,-4.62636355460965,3.72141834438597e-06,0.00122320831910352,"TFAP2A-AS1"
"ENSG00000147257.17",4736.59632511094,-1.39498435044965,0.303436670528534,-4.59728334093513,4.28035352322405e-06,0.00139056740796926,"GPC3"
"ENSG00000178752.16",112.640625160082,-0.712118001302073,0.155101614216181,-4.59129974179072,4.4049417443894e-06,0.00141459387812064,"ERFE"
"ENSG00000197301.7",70.1860548326917,-1.8528560015442,0.40477186906492,-4.57753155085743,4.70494844771549e-06,0.0014937676668264,"HMGA2-AS1"
"ENSG00000010278.16",150.629763689233,-2.0697483289214,0.453165581203946,-4.56731140838765,4.94019809351857e-06,0.00152547491884847,"CD9"
"ENSG00000144355.15",41.7814084567234,2.49283401152084,0.545771035599758,4.56754545206199,4.93468695913344e-06,0.00152547491884847,"DLX1"
"ENSG00000234985.2",42.9075159151147,-2.33277444197926,0.510888970397064,-4.56610844459261,4.96861797541825e-06,0.00152547491884847,""
"ENSG00000108511.11",482.639653542133,-2.74662662964589,0.602735165822832,-4.5569377487645,5.19047991568704e-06,0.00156056858340283,"HOXB6"
"ENSG00000301705.1",13.2654279037697,0.987788102368364,0.216773762807711,4.55676964580156,5.19463396171887e-06,0.00156056858340283,""
"ENSG00000141485.18",13.1342390041379,2.22280727979597,0.489670215276905,4.53939653760437,5.64154535495514e-06,0.00167679931566055,"SLC13A5"
"ENSG00000165983.16",23.6149632016914,-1.68361912469043,0.371524736005783,-4.53164745580823,5.85254630553336e-06,0.00170713395125702,"PTER"
"ENSG00000250742.7",228.416989956724,-2.33947030305781,0.516306086644868,-4.53116932682409,5.86580977560663e-06,0.00170713395125702,"LINC02381"
"ENSG00000175879.9",25.3828238727,-2.98052114238562,0.658491866670896,-4.52628391213712,6.00299203215129e-06,0.00172904736480696,"HOXD8"
"ENSG00000173673.9",185.282236915639,2.11767602950746,0.4686868200559,4.51831785936477,6.23328611057092e-06,0.00175910889538627,"HES3"
"ENSG00000290541.2",12.8456936938744,3.10551475510676,0.687310787967218,4.51835590168982,6.2321665019243e-06,0.00175910889538627,""
"ENSG00000101938.16",931.392524208254,-1.80754391973345,0.400512555122023,-4.51307679776169,6.38938727571762e-06,0.00177440220114219,"CHRDL1"
"ENSG00000183230.18",154.863580025378,1.45700718603181,0.322900710606785,4.51224521399737,6.41449666471101e-06,0.00177440220114219,"CTNNA3"
"ENSG00000242732.6",1343.86016584452,0.548970416204185,0.121857027203297,4.50503699953489,6.63613789764604e-06,0.00181771624237581,"RTL5"
"ENSG00000176678.7",33.1678572195623,-1.902469450419,0.424465868957248,-4.48203162975777,7.39357819184234e-06,0.00200552603011537,"FOXL1"
"ENSG00000164124.12",15.0412002264284,-1.31679081744888,0.293971939669226,-4.47930785139059,7.48854661629815e-06,0.00201175484531494,"TMEM144"
