Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
SRR11780546_1	(1, 0.04183854932131374)	(2, 0.00031155437242539984)	(3, 0.0)	(4, 0.0631843914171138)	(5, 0.00019799717126100174)	(6, 0.000419288127376239)	(7, 2.6205507961014936e-05)	(8, 0.00029699575689150264)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.0482203184405975e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 5.8234462135588756e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 4.076412349491213e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780546_2	(1, 0.0002096440636881195)	(2, 0.0009230162248490818)	(3, 0.0008269293623253604)	(4, 0.0)	(5, 0.0010161913642660237)	(6, 7.861652388304481e-05)	(7, 0.0004309350198033568)	(8, 0.0)	(9, 0.0)	(10, 3.086426493186204e-05)	(15, 0.0003459127050853972)	(20, 5.182867130067399e-05)	(25, 6.05638406210123e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 8.152824698982427e-06)	(60, 0.0)	(65, 1.6305649397964853e-05)	(70, 5.9399151378300525e-05)	(75, 4.076412349491213e-06)	(80, 0.0)	(85, 1.2229237048473638e-05)	(90, 2.3293784854235502e-06)	(95, 0.0)	(100, 2.6205507961014936e-05)	(105, 5.823446213558876e-07)	(110, 5.823446213558876e-07)	(115, 1.1064547805761864e-05)	(120, 1.7470338640676628e-05)	(125, 1.921737250474429e-05)	(130, 2.9117231067794378e-06)	(135, 1.7470338640676625e-06)	(140, 3.6687711145420915e-05)	(145, 8.618700396067136e-05)	(150, 0.0)
SRR11780547_1	(1, 0.042112267413473334)	(2, 0.00023010318875983825)	(3, 0.0)	(4, 0.06404989936538556)	(5, 0.00019964835495338905)	(6, 0.0003891450986379617)	(7, 1.0151611268816393e-05)	(8, 0.00034177091271681855)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.0828385353404152e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 2.707096338351038e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780547_2	(1, 0.000250406411297471)	(2, 0.0008391998648888217)	(3, 0.0008730385691182098)	(4, 0.0)	(5, 0.0010963740170321704)	(6, 6.767740845877595e-05)	(7, 0.000500812822594942)	(8, 3.383870422938797e-06)	(9, 0.0)	(10, 2.9778059721861417e-05)	(15, 0.0003471851053935206)	(20, 6.564708620501267e-05)	(25, 7.038450479712699e-05)	(30, 0.0)	(35, 0.0)	(40, 6.767740845877595e-07)	(45, 0.0)	(50, 0.0)	(55, 1.150515943799191e-05)	(60, 0.0)	(65, 2.2333544791396065e-05)	(70, 8.121289015053115e-05)	(75, 6.090966761289835e-06)	(80, 2.707096338351038e-06)	(85, 1.556580394551847e-05)	(90, 1.353548169175519e-06)	(95, 0.0)	(100, 2.774773746809814e-05)	(105, 1.353548169175519e-06)	(110, 1.353548169175519e-06)	(115, 1.4212255776342948e-05)	(120, 2.097999662222054e-05)	(125, 2.7070963383510377e-05)	(130, 2.0303222537632783e-06)	(135, 6.767740845877595e-07)	(140, 4.66974118365554e-05)	(145, 0.000106930305364866)	(150, 0.0)
SRR11780548_1	(1, 0.042416932880571974)	(2, 0.0002526239865724206)	(3, 0.0)	(4, 0.06257223040386348)	(5, 0.00020483025938304375)	(6, 0.00038917749282778313)	(7, 2.7310701251072497e-05)	(8, 0.0003447976032947903)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.5703653219366688e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 8.19321037532175e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 4.096605187660875e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780548_2	(1, 0.0002355547982905003)	(2, 0.000921736167223697)	(3, 0.0007783549856555663)	(4, 0.0)	(5, 0.0009592883814439216)	(6, 7.851826609683343e-05)	(7, 0.00045745424595546437)	(8, 3.413837656384062e-06)	(9, 0.0)	(10, 3.2090073970010184e-05)	(15, 0.00034821144095117435)	(20, 6.144907781491312e-05)	(25, 6.349738040874356e-05)	(30, 0.0)	(35, 0.0)	(40, 1.365535062553625e-06)	(45, 0.0)	(50, 0.0)	(55, 6.827675312768124e-06)	(60, 0.0)	(65, 1.8434723344473935e-05)	(70, 6.5545683002574e-05)	(75, 8.875977906598562e-06)	(80, 2.73107012510725e-06)	(85, 1.5020885688089875e-05)	(90, 2.0483025938304374e-06)	(95, 0.0)	(100, 2.3896863594688436e-05)	(105, 1.365535062553625e-06)	(110, 1.365535062553625e-06)	(115, 1.5703653219366688e-05)	(120, 1.7751955813197124e-05)	(125, 3.072453890745656e-05)	(130, 4.779372718937687e-06)	(135, 0.0)	(140, 4.3697122001716e-05)	(145, 0.00010719450241045955)	(150, 0.0)
SRR11780549_1	(1, 0.04146955727985677)	(2, 0.0002215648652530192)	(3, 0.0)	(4, 0.06375528997655629)	(5, 0.00016001906934940278)	(6, 0.0004062022529638686)	(7, 1.8463738771084935e-05)	(8, 0.00034773374685543294)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 9.231869385542468e-06)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 6.77003754939781e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 6.154579590361645e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780549_2	(1, 0.00019079196730121102)	(2, 0.0009170323589638851)	(3, 0.0007600905794096632)	(4, 0.0)	(5, 0.0009970418936385865)	(6, 0.00012924617139759454)	(7, 0.0004831344978433892)	(8, 6.154579590361645e-06)	(9, 0.0)	(10, 3.015743999277206e-05)	(15, 0.0003415791672650713)	(20, 6.031487998554412e-05)	(25, 6.031487998554412e-05)	(30, 0.0)	(35, 0.0)	(40, 1.230915918072329e-06)	(45, 0.0)	(50, 0.0)	(55, 1.0462785303614796e-05)	(60, 0.0)	(65, 2.338740244337425e-05)	(70, 6.954674937108659e-05)	(75, 8.000953467470138e-06)	(80, 1.230915918072329e-06)	(85, 1.6001906934940276e-05)	(90, 3.0772897951808226e-06)	(95, 0.0)	(100, 3.200381386988055e-05)	(105, 0.0)	(110, 0.0)	(115, 1.6001906934940276e-05)	(120, 1.9694654689157265e-05)	(125, 2.461831836144658e-05)	(130, 2.461831836144658e-06)	(135, 6.154579590361645e-07)	(140, 3.938930937831453e-05)	(145, 0.00011139789058554578)	(150, 0.0)
SRR11780550_1	(1, 0.041258735519194)	(2, 0.0002564860184341631)	(3, 0.0)	(4, 0.06394393736500943)	(5, 0.00016967536604106174)	(6, 0.00041432356823980197)	(7, 2.7621571215986795e-05)	(8, 0.00029594540588557286)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.1048628486394719e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 5.524314243197359e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 3.945938745140971e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780550_2	(1, 0.00026043195717930407)	(2, 0.0008878362176567185)	(3, 0.000954917176324115)	(4, 0.0)	(5, 0.001104862848639472)	(6, 9.470252988338331e-05)	(7, 0.0004971882818877623)	(8, 3.945938745140971e-06)	(9, 0.0)	(10, 2.3675632470845827e-05)	(15, 0.0003717074297922795)	(20, 6.392420767128373e-05)	(25, 6.86593341654529e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 1.1048628486394719e-05)	(60, 0.0)	(65, 2.1308069223761245e-05)	(70, 7.970796265184761e-05)	(75, 7.102689741253747e-06)	(80, 1.5783754980563885e-06)	(85, 9.470252988338331e-06)	(90, 1.5783754980563885e-06)	(95, 0.0)	(100, 2.446482021987402e-05)	(105, 7.891877490281943e-07)	(110, 7.891877490281943e-07)	(115, 1.1837816235422913e-05)	(120, 2.288644472181763e-05)	(125, 2.446482021987402e-05)	(130, 7.891877490281943e-07)	(135, 1.5783754980563885e-06)	(140, 4.498370169460707e-05)	(145, 0.00011443222360908815)	(150, 0.0)
SRR11780551_1	(1, 0.04153431369900492)	(2, 0.00025541441725972745)	(3, 0.0)	(4, 0.06336242274327855)	(5, 0.00017027627817315166)	(6, 0.0003634743630234583)	(7, 1.6372719055110737e-05)	(8, 0.00034382710015732547)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.178835771967973e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 7.858905146453153e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 5.239270097635435e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780551_2	(1, 0.00015717810292906306)	(2, 0.0008317341279996254)	(3, 0.0008251850403775811)	(4, 0.0)	(5, 0.001005284949983799)	(6, 7.531450765350939e-05)	(7, 0.0003831216258895912)	(8, 0.0)	(9, 0.0)	(10, 2.292180667715503e-05)	(15, 0.00033858783005969004)	(20, 4.6498522116514494e-05)	(25, 5.370251850076322e-05)	(30, 0.0)	(35, 0.0)	(40, 6.549087622044294e-07)	(45, 0.0)	(50, 0.0)	(55, 1.1133448957475302e-05)	(60, 0.0)	(65, 1.6372719055110737e-05)	(70, 6.025160612280751e-05)	(75, 7.203996384248724e-06)	(80, 1.3098175244088588e-06)	(85, 9.168722670862011e-06)	(90, 6.549087622044294e-07)	(95, 0.0)	(100, 2.9470894299199325e-05)	(105, 6.549087622044294e-07)	(110, 1.3098175244088588e-06)	(115, 5.239270097635435e-06)	(120, 1.1133448957475302e-05)	(125, 1.4407992768497448e-05)	(130, 3.2745438110221473e-06)	(135, 6.549087622044294e-07)	(140, 3.34003468724259e-05)	(145, 9.496177051964226e-05)	(150, 0.0)
SRR11780552_1	(1, 0.04229941851040337)	(2, 0.00020240685606960512)	(3, 0.0)	(4, 0.06432923614869343)	(5, 0.00018433481534910467)	(6, 0.00041204252842741044)	(7, 1.8072040720500457e-05)	(8, 0.00029999587596030755)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.228898768994031e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 7.228816288200183e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 5.060171401740128e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780552_2	(1, 0.0002493941619429063)	(2, 0.000871072362728122)	(3, 0.0008855299953045223)	(4, 0.0)	(5, 0.0010517927699331265)	(6, 0.00010120342803480256)	(7, 0.0004626442424448117)	(8, 0.0)	(9, 0.0)	(10, 3.397543655454086e-05)	(15, 0.00036144081441000914)	(20, 5.8553411934421476e-05)	(25, 6.867375473790173e-05)	(30, 0.0)	(35, 0.0)	(40, 7.228816288200183e-07)	(45, 0.0)	(50, 0.0)	(55, 8.674579545840219e-06)	(60, 0.0)	(65, 2.3132212122240584e-05)	(70, 7.51796893972819e-05)	(75, 7.228816288200183e-06)	(80, 1.4457632576400365e-06)	(85, 1.3734750947580347e-05)	(90, 3.6144081441000913e-06)	(95, 0.0)	(100, 3.4698318183360877e-05)	(105, 7.228816288200183e-07)	(110, 7.228816288200183e-07)	(115, 1.301186931876033e-05)	(120, 2.2409330493420566e-05)	(125, 2.602373863752066e-05)	(130, 7.228816288200183e-07)	(135, 1.4457632576400365e-06)	(140, 4.120425284274104e-05)	(145, 0.00010843224432300274)	(150, 0.0)
SRR11780553_1	(1, 0.042509028471419956)	(2, 0.00025498706896826494)	(3, 0.0)	(4, 0.06292812454695759)	(5, 0.00017110974364975673)	(6, 0.00045293755671994433)	(7, 1.677546506370164e-05)	(8, 0.0002818278130701876)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 5.368148820384526e-06)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 6.710186025480657e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 3.3550930127403283e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780553_2	(1, 0.00024492178993004395)	(2, 0.0009763320667074355)	(3, 0.0008958098344016676)	(4, 0.0)	(5, 0.001164217275420894)	(6, 9.394260435672919e-05)	(7, 0.0005233945099874912)	(8, 6.710186025480657e-06)	(9, 0.0)	(10, 2.8182781307018756e-05)	(15, 0.00037577041742691675)	(20, 6.039167422932591e-05)	(25, 6.84438974599027e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 1.3420372050961313e-05)	(60, 0.0)	(65, 2.013055807644197e-05)	(70, 7.247000907519108e-05)	(75, 4.6971302178364596e-06)	(80, 0.0)	(85, 1.4091390653509378e-05)	(90, 1.3420372050961315e-06)	(95, 0.0)	(100, 3.086685571721102e-05)	(105, 0.0)	(110, 0.0)	(115, 1.6104446461153577e-05)	(120, 2.013055807644197e-05)	(125, 2.616972549937456e-05)	(130, 0.0)	(135, 6.710186025480657e-07)	(140, 4.5629264973268465e-05)	(145, 0.00011273112522807502)	(150, 0.0)
SRR11780554_1	(1, 0.04173467227327668)	(2, 0.00026800239058132394)	(3, 0.0)	(4, 0.06408272161787683)	(5, 0.00019095170328919334)	(6, 0.0003819034065783867)	(7, 2.01001792935993e-05)	(8, 0.0002881025698749233)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 1.139010159970627e-05)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 5.36004781162648e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 4.02003585871986e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780554_2	(1, 0.0002546022710522578)	(2, 0.0009380083670346339)	(3, 0.0007470566637454406)	(4, 0.0)	(5, 0.0009480584566814337)	(6, 6.365056776306444e-05)	(7, 0.0004790542731641166)	(8, 0.0)	(9, 0.0)	(10, 3.0820274916852256e-05)	(15, 0.0003283029284621219)	(20, 5.762051397498466e-05)	(25, 5.963053190434458e-05)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 0.0)	(50, 0.0)	(55, 6.030053788079789e-06)	(60, 0.0)	(65, 1.5410137458426128e-05)	(70, 5.8960525927891276e-05)	(75, 4.02003585871986e-06)	(80, 6.7000597645331e-07)	(85, 7.3700657409864094e-06)	(90, 0.0)	(95, 0.0)	(100, 2.278020319941254e-05)	(105, 0.0)	(110, 0.0)	(115, 1.005008964679965e-05)	(120, 1.2060107576159579e-05)	(125, 2.144019124650592e-05)	(130, 2.68002390581324e-06)	(135, 0.0)	(140, 4.087036456365191e-05)	(145, 9.581085463282331e-05)	(150, 0.0)
SRR11780556_1	(1, 0.04137303332169903)	(2, 0.0002494663419211908)	(3, 0.0)	(4, 0.06378022808451779)	(5, 0.0001823023267885625)	(6, 0.00043816524157952745)	(7, 9.594859304661185e-06)	(8, 0.00034861322140268975)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 6.396572869774124e-06)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 7.036230156751537e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 3.837943721864475e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780556_2	(1, 0.0002526646283560779)	(2, 0.0009019167746381515)	(3, 0.0006972264428053795)	(4, 0.0)	(5, 0.0009498910711614574)	(6, 7.356058800240242e-05)	(7, 0.0005373121210610264)	(8, 0.0)	(9, 0.0)	(10, 3.1343207061893207e-05)	(15, 0.00033134247465429963)	(20, 7.100195885449277e-05)	(25, 7.73985317242669e-05)	(30, 0.0)	(35, 0.0)	(40, 1.2793145739548247e-06)	(45, 0.0)	(50, 0.0)	(55, 1.4072460313503074e-05)	(60, 0.0)	(65, 3.006389248793838e-05)	(70, 7.036230156751536e-05)	(75, 7.67588744372895e-06)	(80, 2.5586291479096493e-06)	(85, 1.7270746748390133e-05)	(90, 2.5586291479096493e-06)	(95, 0.0)	(100, 3.646046535771251e-05)	(105, 1.2793145739548247e-06)	(110, 1.2793145739548247e-06)	(115, 1.2153488452570836e-05)	(120, 2.6865606053051322e-05)	(125, 3.006389248793838e-05)	(130, 1.2793145739548247e-06)	(135, 6.396572869774123e-07)	(140, 5.053292567121557e-05)	(145, 0.0001176969408038439)	(150, 0.0)
SRR11780558_1	(1, 0.04158851672463965)	(2, 0.00026766543346509833)	(3, 0.0)	(4, 0.06381478515599776)	(5, 0.00021078652885376495)	(6, 0.00041822723978921617)	(7, 2.0074907509882374e-05)	(8, 0.0003078152484848631)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 5.3533086693019665e-06)	(25, 0.0)	(30, 0.0)	(35, 0.0)	(40, 0.0)	(45, 4.684145085639221e-06)	(50, 0.0)	(55, 0.0)	(60, 0.0)	(65, 0.0)	(70, 3.3458179183137294e-06)	(75, 0.0)	(80, 0.0)	(85, 0.0)	(90, 0.0)	(95, 0.0)	(100, 0.0)	(105, 0.0)	(110, 0.0)	(115, 0.0)	(120, 0.0)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
SRR11780558_2	(1, 0.00025762797971015715)	(2, 0.0009602497425560404)	(3, 0.0008364544795784323)	(4, 0.0)	(5, 0.001114157366798472)	(6, 6.691635836627458e-05)	(7, 0.000518601777338628)	(8, 6.691635836627459e-06)	(9, 0.0)	(10, 3.21198520158118e-05)	(15, 0.000355325862924918)	(20, 6.959301270092557e-05)	(25, 7.628464853755302e-05)	(30, 0.0)	(35, 0.0)	(40, 6.691635836627458e-07)	(45, 0.0)	(50, 0.0)	(55, 9.368290171278442e-06)	(60, 0.0)	(65, 2.4089889011858852e-05)	(70, 7.695381212121577e-05)	(75, 8.02996300395295e-06)	(80, 2.0074907509882375e-06)	(85, 1.4721598840580409e-05)	(90, 2.0074907509882375e-06)	(95, 0.0)	(100, 3.546566993412553e-05)	(105, 1.3383271673254916e-06)	(110, 1.3383271673254916e-06)	(115, 1.2714108089592172e-05)	(120, 2.208239826087061e-05)	(125, 3.21198520158118e-05)	(130, 1.3383271673254916e-06)	(135, 6.691635836627458e-07)	(140, 5.018726877470594e-05)	(145, 0.0001224569358102825)	(150, 0.0)
